[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #901] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 3; POS: 99,68]; Defender #1: [DIR: 2; POS: 96,70]; Defender #2: [DIR: 2; POS: 24,62]; Defender #3: [DIR: 1; POS: 82,44]; 
[Tick #902] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 3; POS: 98,68]; Defender #1: [DIR: 2; POS: 96,71]; Defender #2: [DIR: 2; POS: 24,63]; Defender #3: [DIR: 1; POS: 83,44]; 
[Tick #903] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 3; POS: 97,68]; Defender #1: [DIR: 2; POS: 96,72]; Defender #2: [DIR: 2; POS: 24,64]; Defender #3: [DIR: 1; POS: 84,44]; 
[Tick #904] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 2; POS: 96,68]; Defender #1: [DIR: 2; POS: 96,73]; Defender #2: [DIR: 2; POS: 24,65]; Defender #3: [DIR: 1; POS: 85,44]; 
[Tick #905] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 2; POS: 96,69]; Defender #1: [DIR: 2; POS: 96,74]; Defender #2: [DIR: 2; POS: 24,66]; Defender #3: [DIR: 1; POS: 86,44]; 
[Tick #906] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 2; POS: 96,70]; Defender #1: [DIR: 2; POS: 96,75]; Defender #2: [DIR: 2; POS: 24,67]; Defender #3: [DIR: 1; POS: 87,44]; 
[Tick #907] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 2; POS: 96,71]; Defender #1: [DIR: 2; POS: 96,76]; Defender #2: [DIR: 3; POS: 24,68]; Defender #3: [DIR: 1; POS: 88,44]; 
[Tick #908] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 2; POS: 96,72]; Defender #1: [DIR: 2; POS: 96,77]; Defender #2: [DIR: 3; POS: 23,68]; Defender #3: [DIR: 1; POS: 89,44]; 
[Tick #909] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 2; POS: 96,73]; Defender #1: [DIR: 2; POS: 96,78]; Defender #2: [DIR: 3; POS: 22,68]; Defender #3: [DIR: 1; POS: 90,44]; 
[Tick #910] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 2; POS: 96,74]; Defender #1: [DIR: 2; POS: 96,79]; Defender #2: [DIR: 3; POS: 21,68]; Defender #3: [DIR: 1; POS: 91,44]; 
[Tick #911] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 2; POS: 96,75]; Defender #1: [DIR: 2; POS: 96,80]; Defender #2: [DIR: 3; POS: 20,68]; Defender #3: [DIR: 1; POS: 92,44]; 
[Tick #912] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 2; POS: 96,76]; Defender #1: [DIR: 2; POS: 96,81]; Defender #2: [DIR: 3; POS: 19,68]; Defender #3: [DIR: 1; POS: 93,44]; 
[Tick #913] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 2; POS: 96,77]; Defender #1: [DIR: 2; POS: 96,82]; Defender #2: [DIR: 3; POS: 18,68]; Defender #3: [DIR: 1; POS: 94,44]; 
[Tick #914] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 2; POS: 96,78]; Defender #1: [DIR: 2; POS: 96,83]; Defender #2: [DIR: 3; POS: 17,68]; Defender #3: [DIR: 1; POS: 95,44]; 
[Tick #915] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 2; POS: 96,79]; Defender #1: [DIR: 2; POS: 96,84]; Defender #2: [DIR: 3; POS: 16,68]; Defender #3: [DIR: 2; POS: 96,44]; 
[Tick #916] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 2; POS: 96,80]; Defender #1: [DIR: 2; POS: 96,85]; Defender #2: [DIR: 3; POS: 15,68]; Defender #3: [DIR: 2; POS: 96,45]; 
[Tick #917] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 2; POS: 96,81]; Defender #1: [DIR: 2; POS: 96,86]; Defender #2: [DIR: 3; POS: 14,68]; Defender #3: [DIR: 2; POS: 96,46]; 
[Tick #918] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 2; POS: 96,82]; Defender #1: [DIR: 2; POS: 96,87]; Defender #2: [DIR: 3; POS: 13,68]; Defender #3: [DIR: 2; POS: 96,47]; 
[Tick #919] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 2; POS: 96,83]; Defender #1: [DIR: 2; POS: 96,88]; Defender #2: [DIR: 3; POS: 12,68]; Defender #3: [DIR: 2; POS: 96,48]; 
[Tick #920] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 2; POS: 96,84]; Defender #1: [DIR: 2; POS: 96,89]; Defender #2: [DIR: 3; POS: 11,68]; Defender #3: [DIR: 2; POS: 96,49]; 
[Tick #921] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 2; POS: 96,85]; Defender #1: [DIR: 2; POS: 96,90]; Defender #2: [DIR: 3; POS: 10,68]; Defender #3: [DIR: 2; POS: 96,50]; 
[Tick #922] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 2; POS: 96,86]; Defender #1: [DIR: 2; POS: 96,91]; Defender #2: [DIR: 3; POS: 9,68]; Defender #3: [DIR: 2; POS: 96,51]; 
[Tick #923] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 2; POS: 96,87]; Defender #1: [DIR: 1; POS: 96,92]; Defender #2: [DIR: 3; POS: 8,68]; Defender #3: [DIR: 2; POS: 96,52]; 
[Tick #924] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 2; POS: 96,88]; Defender #1: [DIR: 1; POS: 97,92]; Defender #2: [DIR: 3; POS: 7,68]; Defender #3: [DIR: 2; POS: 96,53]; 
[Tick #925] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 2; POS: 96,89]; Defender #1: [DIR: 1; POS: 98,92]; Defender #2: [DIR: 3; POS: 6,68]; Defender #3: [DIR: 2; POS: 96,54]; 
[Tick #926] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 2; POS: 96,90]; Defender #1: [DIR: 1; POS: 99,92]; Defender #2: [DIR: 3; POS: 5,68]; Defender #3: [DIR: 2; POS: 96,55]; 
[Tick #927] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 2; POS: 96,91]; Defender #1: [DIR: 1; POS: 100,92]; Defender #2: [DIR: 3; POS: 4,68]; Defender #3: [DIR: 2; POS: 96,56]; 
[Tick #928] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 1; POS: 96,92]; Defender #1: [DIR: 1; POS: 101,92]; Defender #2: [DIR: 3; POS: 3,68]; Defender #3: [DIR: 2; POS: 96,57]; 
[Tick #929] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 1; POS: 97,92]; Defender #1: [DIR: 1; POS: 102,92]; Defender #2: [DIR: 3; POS: 2,68]; Defender #3: [DIR: 2; POS: 96,58]; 
[Tick #930] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 1; POS: 98,92]; Defender #1: [DIR: 1; POS: 103,92]; Defender #2: [DIR: 3; POS: 1,68]; Defender #3: [DIR: 2; POS: 96,59]; 
[Tick #931] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 1; POS: 99,92]; Defender #1: [DIR: 2; POS: 104,92]; Defender #2: [DIR: 3; POS: 0,68]; Defender #3: [DIR: 2; POS: 96,60]; 
[Tick #932] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 1; POS: 100,92]; Defender #1: [DIR: 2; POS: 104,93]; Defender #2: [DIR: 3; POS: 108,68]; Defender #3: [DIR: 2; POS: 96,61]; 
[Tick #933] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 1; POS: 101,92]; Defender #1: [DIR: 2; POS: 104,94]; Defender #2: [DIR: 3; POS: 107,68]; Defender #3: [DIR: 2; POS: 96,62]; 
[Tick #934] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 1; POS: 102,92]; Defender #1: [DIR: 2; POS: 104,95]; Defender #2: [DIR: 3; POS: 106,68]; Defender #3: [DIR: 2; POS: 96,63]; 
[Tick #935] Attacker: [DIR: 2; POS: 104,105]; Defender #0: [DIR: 1; POS: 103,92]; Defender #1: [DIR: 2; POS: 104,96]; Defender #2: [DIR: 3; POS: 105,68]; Defender #3: [DIR: 2; POS: 96,64]; 
[Tick #936] Attacker: [DIR: 2; POS: 104,106]; Defender #0: [DIR: 2; POS: 104,92]; Defender #1: [DIR: 2; POS: 104,97]; Defender #2: [DIR: 3; POS: 104,68]; Defender #3: [DIR: 2; POS: 96,65]; 
[Tick #937] Attacker: [DIR: 2; POS: 104,107]; Defender #0: [DIR: 2; POS: 104,93]; Defender #1: [DIR: 2; POS: 104,98]; Defender #2: [DIR: 3; POS: 103,68]; Defender #3: [DIR: 2; POS: 96,66]; 
[Tick #938] Attacker: [DIR: 0; POS: 104,108]; Defender #0: [DIR: 3; POS: 104,92]; Defender #1: [DIR: 0; POS: 104,97]; Defender #2: [DIR: 1; POS: 104,68]; Defender #3: [DIR: 0; POS: 96,65]; 
[Tick #939] Attacker: [DIR: 0; POS: 104,107]; Defender #0: [DIR: 3; POS: 103,92]; Defender #1: [DIR: 0; POS: 104,96]; Defender #2: [DIR: 1; POS: 105,68]; Defender #3: [DIR: 0; POS: 96,64]; 
[Tick #940] Attacker: [DIR: 0; POS: 104,106]; Defender #0: [DIR: 3; POS: 103,92]; Defender #1: [DIR: 0; POS: 104,96]; Defender #2: [DIR: 1; POS: 105,68]; Defender #3: [DIR: 0; POS: 96,64]; 
[Tick #941] Attacker: [DIR: 0; POS: 104,105]; Defender #0: [DIR: 3; POS: 102,92]; Defender #1: [DIR: 0; POS: 104,95]; Defender #2: [DIR: 1; POS: 106,68]; Defender #3: [DIR: 0; POS: 96,63]; 
[Tick #942] Attacker: [DIR: 0; POS: 104,104]; Defender #0: [DIR: 3; POS: 102,92]; Defender #1: [DIR: 0; POS: 104,95]; Defender #2: [DIR: 1; POS: 106,68]; Defender #3: [DIR: 0; POS: 96,63]; 
[Tick #943] Attacker: [DIR: 0; POS: 104,103]; Defender #0: [DIR: 3; POS: 101,92]; Defender #1: [DIR: 0; POS: 104,94]; Defender #2: [DIR: 1; POS: 107,68]; Defender #3: [DIR: 0; POS: 96,62]; 
[Tick #944] Attacker: [DIR: 0; POS: 104,102]; Defender #0: [DIR: 3; POS: 101,92]; Defender #1: [DIR: 0; POS: 104,94]; Defender #2: [DIR: 1; POS: 107,68]; Defender #3: [DIR: 0; POS: 96,62]; 
[Tick #945] Attacker: [DIR: 0; POS: 104,101]; Defender #0: [DIR: 3; POS: 100,92]; Defender #1: [DIR: 0; POS: 104,93]; Defender #2: [DIR: 1; POS: 108,68]; Defender #3: [DIR: 0; POS: 96,61]; 
[Tick #946] Attacker: [DIR: 0; POS: 104,100]; Defender #0: [DIR: 3; POS: 100,92]; Defender #1: [DIR: 0; POS: 104,93]; Defender #2: [DIR: 1; POS: 108,68]; Defender #3: [DIR: 0; POS: 96,61]; 
[Tick #947] Attacker: [DIR: 0; POS: 104,99]; Defender #0: [DIR: 3; POS: 99,92]; Defender #1: [DIR: 3; POS: 104,92]; Defender #2: [DIR: 1; POS: 0,68]; Defender #3: [DIR: 0; POS: 96,60]; 
[Tick #948] Attacker: [DIR: 0; POS: 104,98]; Defender #0: [DIR: 3; POS: 99,92]; Defender #1: [DIR: 3; POS: 104,92]; Defender #2: [DIR: 1; POS: 0,68]; Defender #3: [DIR: 0; POS: 96,60]; 
[Tick #949] Attacker: [DIR: 0; POS: 104,97]; Defender #0: [DIR: 3; POS: 98,92]; Defender #1: [DIR: 3; POS: 103,92]; Defender #2: [DIR: 1; POS: 1,68]; Defender #3: [DIR: 0; POS: 96,59]; 
[Tick #950] Attacker: [DIR: 0; POS: 104,96]; Defender #0: [DIR: 3; POS: 98,92]; Defender #1: [DIR: 3; POS: 103,92]; Defender #2: [DIR: 1; POS: 1,68]; Defender #3: [DIR: 0; POS: 96,59]; 
[Tick #951] Attacker: [DIR: 0; POS: 104,95]; Defender #0: [DIR: 3; POS: 97,92]; Defender #1: [DIR: 3; POS: 102,92]; Defender #2: [DIR: 1; POS: 2,68]; Defender #3: [DIR: 0; POS: 96,58]; 
[Tick #952] Attacker: [DIR: 0; POS: 104,94]; Defender #0: [DIR: 3; POS: 97,92]; Defender #1: [DIR: 3; POS: 102,92]; Defender #2: [DIR: 1; POS: 2,68]; Defender #3: [DIR: 0; POS: 96,58]; 
[Tick #953] Attacker: [DIR: 0; POS: 104,93]; Defender #0: [DIR: 0; POS: 96,92]; Defender #1: [DIR: 3; POS: 101,92]; Defender #2: [DIR: 1; POS: 3,68]; Defender #3: [DIR: 0; POS: 96,57]; 
[Tick #954] Attacker: [DIR: 3; POS: 104,92]; Defender #0: [DIR: 0; POS: 96,92]; Defender #1: [DIR: 3; POS: 101,92]; Defender #2: [DIR: 1; POS: 3,68]; Defender #3: [DIR: 0; POS: 96,57]; 
[Tick #955] Attacker: [DIR: 3; POS: 103,92]; Defender #0: [DIR: 0; POS: 96,91]; Defender #1: [DIR: 3; POS: 100,92]; Defender #2: [DIR: 1; POS: 4,68]; Defender #3: [DIR: 0; POS: 96,56]; 
[Tick #956] Attacker: [DIR: 3; POS: 102,92]; Defender #0: [DIR: 0; POS: 96,91]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 4,68]; Defender #3: [DIR: 0; POS: 96,56]; 
[Tick #957] Attacker: [DIR: 3; POS: 101,92]; Defender #0: [DIR: 0; POS: 96,90]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 5,68]; Defender #3: [DIR: 0; POS: 96,55]; 
[Tick #958] Attacker: [DIR: 3; POS: 100,92]; Defender #0: [DIR: 0; POS: 96,90]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 5,68]; Defender #3: [DIR: 0; POS: 96,55]; 
[Tick #959] Attacker: [DIR: 3; POS: 99,92]; Defender #0: [DIR: 0; POS: 96,89]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 6,68]; Defender #3: [DIR: 0; POS: 96,54]; 
[Tick #960] Attacker: [DIR: 3; POS: 98,92]; Defender #0: [DIR: 0; POS: 96,89]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 6,68]; Defender #3: [DIR: 0; POS: 96,54]; 
[Tick #961] Attacker: [DIR: 3; POS: 97,92]; Defender #0: [DIR: 0; POS: 96,88]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 7,68]; Defender #3: [DIR: 0; POS: 96,53]; 
[Tick #962] Attacker: [DIR: 0; POS: 96,92]; Defender #0: [DIR: 0; POS: 96,88]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 7,68]; Defender #3: [DIR: 0; POS: 96,53]; 
[Tick #963] Attacker: [DIR: 0; POS: 96,91]; Defender #0: [DIR: 0; POS: 96,87]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 8,68]; Defender #3: [DIR: 0; POS: 96,52]; 
[Tick #964] Attacker: [DIR: 0; POS: 96,90]; Defender #0: [DIR: 0; POS: 96,87]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 8,68]; Defender #3: [DIR: 0; POS: 96,52]; 
[Tick #965] Attacker: [DIR: 0; POS: 96,89]; Defender #0: [DIR: 0; POS: 96,86]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 9,68]; Defender #3: [DIR: 0; POS: 96,51]; 
[Tick #966] Attacker: [DIR: 0; POS: 96,88]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 9,68]; Defender #3: [DIR: 0; POS: 96,51]; 
[Tick #967] Attacker: [DIR: 0; POS: 96,87]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 10,68]; Defender #3: [DIR: 0; POS: 96,50]; 
[Tick #968] Attacker: [DIR: 0; POS: 96,86]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 10,68]; Defender #3: [DIR: 0; POS: 96,50]; 
[Tick #969] Attacker: [DIR: 0; POS: 96,85]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 11,68]; Defender #3: [DIR: 0; POS: 96,49]; 
[Tick #970] Attacker: [DIR: 0; POS: 96,84]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 11,68]; Defender #3: [DIR: 0; POS: 96,49]; 
[Tick #971] Attacker: [DIR: 0; POS: 96,83]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,68]; Defender #3: [DIR: 0; POS: 96,48]; 
[Tick #972] Attacker: [DIR: 0; POS: 96,82]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,68]; Defender #3: [DIR: 0; POS: 96,48]; 
[Tick #973] Attacker: [DIR: 0; POS: 96,81]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,69]; Defender #3: [DIR: 0; POS: 96,47]; 
[Tick #974] Attacker: [DIR: 0; POS: 96,80]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,69]; Defender #3: [DIR: 0; POS: 96,47]; 
[Tick #975] Attacker: [DIR: 0; POS: 96,79]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,70]; Defender #3: [DIR: 0; POS: 96,46]; 
[Tick #976] Attacker: [DIR: 0; POS: 96,78]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,70]; Defender #3: [DIR: 0; POS: 96,46]; 
[Tick #977] Attacker: [DIR: 0; POS: 96,77]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,71]; Defender #3: [DIR: 0; POS: 96,45]; 
[Tick #978] Attacker: [DIR: 0; POS: 96,76]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,71]; Defender #3: [DIR: 0; POS: 96,45]; 
[Tick #979] Attacker: [DIR: 0; POS: 96,75]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,72]; Defender #3: [DIR: 0; POS: 96,44]; 
[Tick #980] Attacker: [DIR: 0; POS: 96,74]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,72]; Defender #3: [DIR: 0; POS: 96,44]; 
[Tick #981] Attacker: [DIR: 0; POS: 96,73]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,73]; Defender #3: [DIR: 0; POS: 96,43]; 
[Tick #982] Attacker: [DIR: 0; POS: 96,72]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,73]; Defender #3: [DIR: 0; POS: 96,43]; 
[Tick #983] Attacker: [DIR: 0; POS: 96,71]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,74]; Defender #3: [DIR: 0; POS: 96,42]; 
[Tick #984] Attacker: [DIR: 0; POS: 96,70]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,74]; Defender #3: [DIR: 0; POS: 96,42]; 
[Tick #985] Attacker: [DIR: 0; POS: 96,69]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,75]; Defender #3: [DIR: 0; POS: 96,41]; 
[Tick #986] Attacker: [DIR: 0; POS: 96,68]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,75]; Defender #3: [DIR: 0; POS: 96,41]; 
[Tick #987] Attacker: [DIR: 0; POS: 96,67]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,76]; Defender #3: [DIR: 0; POS: 96,40]; 
[Tick #988] Attacker: [DIR: 0; POS: 96,66]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,76]; Defender #3: [DIR: 0; POS: 96,40]; 
[Tick #989] Attacker: [DIR: 0; POS: 96,65]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,77]; Defender #3: [DIR: 0; POS: 96,39]; 
[Tick #990] Attacker: [DIR: 0; POS: 96,64]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,77]; Defender #3: [DIR: 0; POS: 96,39]; 
[Tick #991] Attacker: [DIR: 0; POS: 96,63]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,78]; Defender #3: [DIR: 0; POS: 96,38]; 
[Tick #992] Attacker: [DIR: 0; POS: 96,62]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,78]; Defender #3: [DIR: 0; POS: 96,38]; 
[Tick #993] Attacker: [DIR: 0; POS: 96,61]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,79]; Defender #3: [DIR: 0; POS: 96,37]; 
[Tick #994] Attacker: [DIR: 0; POS: 96,60]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 12,79]; Defender #3: [DIR: 0; POS: 96,37]; 
[Tick #995] Attacker: [DIR: 0; POS: 96,59]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 54,44]; Defender #2: [DIR: 2; POS: 12,80]; Defender #3: [DIR: 0; POS: 96,36]; 
[Tick #996] Attacker: [DIR: 0; POS: 96,58]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 55,44]; Defender #2: [DIR: 2; POS: 12,80]; Defender #3: [DIR: 0; POS: 96,36]; 
[Tick #997] Attacker: [DIR: 0; POS: 96,57]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 56,44]; Defender #2: [DIR: 2; POS: 12,81]; Defender #3: [DIR: 0; POS: 96,35]; 
[Tick #998] Attacker: [DIR: 0; POS: 96,56]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 57,44]; Defender #2: [DIR: 2; POS: 12,81]; Defender #3: [DIR: 0; POS: 96,35]; 
[Tick #999] Attacker: [DIR: 0; POS: 96,55]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 58,44]; Defender #2: [DIR: 2; POS: 12,82]; Defender #3: [DIR: 0; POS: 96,34]; 
[Tick #1000] Attacker: [DIR: 0; POS: 96,54]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 59,44]; Defender #2: [DIR: 2; POS: 12,82]; Defender #3: [DIR: 0; POS: 96,34]; 
[Tick #1001] Attacker: [DIR: 0; POS: 96,53]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 60,44]; Defender #2: [DIR: 2; POS: 12,83]; Defender #3: [DIR: 0; POS: 96,33]; 
[Tick #1002] Attacker: [DIR: 0; POS: 96,52]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 61,44]; Defender #2: [DIR: 2; POS: 12,83]; Defender #3: [DIR: 0; POS: 96,33]; 
[Tick #1003] Attacker: [DIR: 0; POS: 96,51]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 62,44]; Defender #2: [DIR: 2; POS: 12,84]; Defender #3: [DIR: 0; POS: 96,32]; 
[Tick #1004] Attacker: [DIR: 0; POS: 96,50]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 1; POS: 63,44]; Defender #2: [DIR: 2; POS: 12,84]; Defender #3: [DIR: 0; POS: 96,32]; 
[Tick #1005] Attacker: [DIR: 0; POS: 96,49]; Defender #0: [DIR: 3; POS: 54,44]; Defender #1: [DIR: 1; POS: 64,44]; Defender #2: [DIR: 2; POS: 12,85]; Defender #3: [DIR: 0; POS: 96,31]; 
[Tick #1006] Attacker: [DIR: 0; POS: 96,48]; Defender #0: [DIR: 3; POS: 53,44]; Defender #1: [DIR: 1; POS: 65,44]; Defender #2: [DIR: 2; POS: 12,85]; Defender #3: [DIR: 0; POS: 96,31]; 
[Tick #1007] Attacker: [DIR: 0; POS: 96,47]; Defender #0: [DIR: 3; POS: 52,44]; Defender #1: [DIR: 1; POS: 66,44]; Defender #2: [DIR: 2; POS: 12,86]; Defender #3: [DIR: 0; POS: 96,30]; 
[Tick #1008] Attacker: [DIR: 0; POS: 96,46]; Defender #0: [DIR: 3; POS: 51,44]; Defender #1: [DIR: 1; POS: 67,44]; Defender #2: [DIR: 2; POS: 12,86]; Defender #3: [DIR: 0; POS: 96,30]; 
[Tick #1009] Attacker: [DIR: 0; POS: 96,45]; Defender #0: [DIR: 3; POS: 50,44]; Defender #1: [DIR: 1; POS: 68,44]; Defender #2: [DIR: 2; POS: 12,87]; Defender #3: [DIR: 0; POS: 96,29]; 
[Tick #1010] Attacker: [DIR: 0; POS: 96,44]; Defender #0: [DIR: 3; POS: 49,44]; Defender #1: [DIR: 1; POS: 69,44]; Defender #2: [DIR: 2; POS: 12,87]; Defender #3: [DIR: 0; POS: 96,29]; 
[Tick #1011] Attacker: [DIR: 0; POS: 96,43]; Defender #0: [DIR: 3; POS: 48,44]; Defender #1: [DIR: 1; POS: 70,44]; Defender #2: [DIR: 2; POS: 12,88]; Defender #3: [DIR: 0; POS: 96,28]; 
[Tick #1012] Attacker: [DIR: 0; POS: 96,42]; Defender #0: [DIR: 3; POS: 47,44]; Defender #1: [DIR: 1; POS: 71,44]; Defender #2: [DIR: 2; POS: 12,88]; Defender #3: [DIR: 0; POS: 96,28]; 
